id	organism	seedid	oxygenstat	metabolism	gram	mtype	genes	reactions	metabolites	draftcreator	draftcreated	ncbiid	platform	kbaseid	file	ncbi_taxid	kingdom	phylum	class	order	family	genus	species
Campylobacter_upsaliensis_JV21	Campylobacter upsaliensis JV21	Campylobacter upsaliensis JV21 (888826.3)	Microaerophile	Strictly respiratory, asaccharolytic, only amino acids and TCA cycle intermediates used	Negative	Pathogen	496	931	780	Ines Thiele	06/29/12	888826.0	ModelSEED		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Campylobacter_upsaliensis_JV21.xml	888826	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter_D	s__Campylobacter_D upsaliensis
Candidatus_Nitrososphaera_gargensis_Ga9_2	Candidatus Nitrososphaera gargensis Ga9.2		Aerobe	Oxidation of ammonia, inorganic carbon	Uncharacterized		434	1016	877	Laura Kutt	04/19/16	1237085.0	ModelSEED	kb|g.238840	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Candidatus_Nitrososphaera_gargensis_Ga9_2.xml	1237085	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Nitrososphaera	s__Nitrososphaera gargensis
Capnocytophaga_granulosa_ATCC_51502	Capnocytophaga granulosa ATCC 51502	Capnocytophaga granulosa ATCC 51502 (641143.3)	Facultative anaerobe	Saccharolytic, fermentative	Negative		518	1029	867	chenry	04/15/16	641143.0	ModelSEED	kb|g.32240	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Capnocytophaga_granulosa_ATCC_51502.xml	641143	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Capnocytophaga	s__Capnocytophaga granulosa
Capnocytophaga_ochracea_DSM_7271	Capnocytophaga ochracea DSM 7271	Capnocytophaga ochracea DSM 7271 (521097.5)	Facultative anaerobe	Saccharolytic, fermentative	Negative	Opportunistic pathogen	513	1045	866	chenry	04/15/16	521097.0	ModelSEED	kb|g.1959	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Capnocytophaga_ochracea_DSM_7271.xml	521097	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Capnocytophaga	s__Capnocytophaga ochracea
Capnocytophaga_sputigena_ATCC_33612	Capnocytophaga sputigena ATCC 33612	Capnocytophaga sputigena ATCC 33612 (553177.6)	Facultative anaerobe	Saccharolytic, fermentative	Negative	Pathogen	537	1052	870	chenry	04/15/16	553177.0	ModelSEED	kb|g.2243	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Capnocytophaga_sputigena_ATCC_33612.xml	553177	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Capnocytophaga	s__Capnocytophaga sputigena
Catenibacterium_mitsuokai_DSM_15897	Catenibacterium mitsuokai DSM 15897	Catenibacterium mitsuokai DSM 15897 (451640.5)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	602	983	830	Ines Thiele	04/20/12	451640.0	ModelSEED		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Catenibacterium_mitsuokai_DSM_15897.xml	451640	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Coprobacillaceae	g__Catenibacterium	s__Catenibacterium mitsuokai
Cedecea_davisae_DSM_4568	Cedecea davisae DSM 4568	Cedecea davisae DSM 4568 (566551.4)	Aerobe	Respiratory	Negative		1258	2255	1525	Laura Kutt	04/18/16	566551.0	ModelSEED	kb|g.32230	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Cedecea_davisae_DSM_4568.xml	566551	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Cedecea	s__Cedecea davisae
Cellulosilyticum_lentocellum_DSM_5427	Cellulosilyticum lentocellum DSM 5427		Obligate anaerobe	Saccharolytic, fermentative	Negative		778	1239	948	Laura Kutt	04/18/16	642492.0	ModelSEED	kb|g.2732	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Cellulosilyticum_lentocellum_DSM_5427.xml	642492	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Cellulosilyticaceae	g__Cellulosilyticum	s__Cellulosilyticum lentocellum
Cellulosimicrobium_cellulans_J36	Cellulosimicrobium cellulans J36		Facultative anaerobe	Saccharolytic, fermentative	Positive	Opportunistic pathogen	490	1278	972	chenry	04/15/16	935839.0	ModelSEED	kb|g.216424	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Cellulosimicrobium_cellulans_J36.xml	935839	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Cellulomonadaceae	g__Cellulosimicrobium	s__Cellulosimicrobium fucosivorans
Cetobacterium_somerae_ATCC_BAA_47401	Cetobacterium somerae ATCC BAA-47401		Obligate anaerobe	Saccharolytic, fermentative	Negative		845	1323	1029	Laura Kutt	04/18/16	1319815.0	ModelSEED	kb|g.209858	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Cetobacterium_somerae_ATCC_BAA_47401.xml	1319815	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Cetobacterium_A	s__Cetobacterium_A somerae
Citrobacter_amalonaticus_Y19	Citrobacter amalonaticus Y19		Facultative anaerobe	Fermentative, respiratory	Negative		1318	1827	1219	Laura Kutt	04/18/16	1261127.0	ModelSEED	kb|g.240294	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Citrobacter_amalonaticus_Y19.xml	1261127	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Citrobacter_A	s__Citrobacter_A amalonaticus_C
Citrobacter_freundii_ATCC_8090	Citrobacter freundii ATCC 8090 = MTCC 1658	Citrobacter freundii ATCC 8090 = MTCC 1658 (1006003.3)	Facultative anaerobe	Fermentative, respiratory	Negative		1436	1867	1249	Laura Kutt	05/30/16	1006003.0	ModelSEED	kb|g.23271	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Citrobacter_freundii_ATCC_8090.xml	1006003	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Citrobacter	s__Citrobacter freundii
Citrobacter_freundii_UCI_31	Citrobacter freundii UCI 31		Facultative anaerobe	Fermentative, respiratory	Negative		1285	1842	1222	Laura Kutt	04/18/16	1400136.0	ModelSEED	kb|g.212102	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Citrobacter_freundii_UCI_31.xml	1400136	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Citrobacter	s__Citrobacter freundii
Citrobacter_koseri_ATCC_BAA_895	Citrobacter koseri ATCC BAA-895	Citrobacter koseri ATCC BAA-895 (290338.8)	Facultative anaerobe	Fermentative or respiratory, citrate and a variety of other compounds used	Negative	Opportunistic pathogen	1234	1742	1138	Eugen Bauer	09/03/14	290338.0	ModelSEED		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Citrobacter_koseri_ATCC_BAA_895.xml	290338	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Citrobacter_B	s__Citrobacter_B koseri
Citrobacter_youngae_ATCC_29220	Citrobacter youngae ATCC 29220	Citrobacter youngae ATCC 29220 (500640.5)	Facultative anaerobe	Fermentative or respiratory, citrate and a variety of other compounds used	Negative	Opportunistic pathogen	1299	2313	1443	Ines Thiele	08/06/12	500640.0	ModelSEED		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Citrobacter_youngae_ATCC_29220.xml	500640	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Citrobacter	s__Citrobacter portucalensis_A
Cloacibacillus_evryensis_DSM_19522	Cloacibacillus evryensis DSM 19522		Obligate anaerobe	Asaccharolytic, fermentative	Negative		873	1214	993	Laura Kutt	04/19/16	866499.0	ModelSEED	kb|g.216301	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Cloacibacillus_evryensis_DSM_19522.xml	866499	d__Bacteria	p__Synergistota	c__Synergistia	o__Synergistales	f__Synergistaceae	g__Cloacibacillus	s__Cloacibacillus evryensis
Clostridiales_sp_1_7_47FAA	Clostridiales sp. 1_7_47FAA	Clostridiales bacterium 1_7_47FAA (457421.5)	Obligate anaerobe	Uncharacterized	Uncharacterized	Uncharacterized	1302	1867	1263	Ines Thiele	08/06/12	457421.0	ModelSEED		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Clostridiales_sp_1_7_47FAA.xml	457421	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Enterocloster	s__Enterocloster sp000155435
Clostridium_acetobutylicum_ATCC_824	Clostridium acetobutylicum ATCC 824	Clostridium acetobutylicum ATCC 824 (272562.8)	Anaerobe	Saccharolytic, fermentative	Positive		836	1305	1026			272562.0	ModelSEED	kb|g.602	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Clostridium_acetobutylicum_ATCC_824.xml	272562	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_S	s__Clostridium_S acetobutylicum
Clostridium_asparagiforme_DSM_15981	Clostridium asparagiforme DSM 15981	Clostridium asparagiforme DSM 15981 (518636.5)	Obligate anaerobe	Fermentative, few compounds used	Positive	Commensal	1206	1285	965	Ines Thiele	04/20/12	518636.0	ModelSEED		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Clostridium_asparagiforme_DSM_15981.xml	518636	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Enterocloster	s__Enterocloster asparagiformis
Clostridium_bartlettii_DSM_16795	Clostridium bartlettii DSM 16795	Clostridium bartlettii DSM 16795 (445973.7)	Obligate anaerobe	Ferments carbohydrates and amino acids	Positive	Commensal	682	1381	1023	Ines Thiele	04/20/12	445973.0	ModelSEED		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Clostridium_bartlettii_DSM_16795.xml	445973	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Intestinibacter	s__Intestinibacter bartlettii
Clostridium_beijerinckii_NCIMB_8052	Clostridium beijerinckii NCIMB 8052	Clostridium beijerincki beijerinckii NCIMB 8052 (290402.34)	Anaerobe	Saccharolytic, fermentative	Positive		1223	1476	1091	Laura Kutt	04/18/16	290402.0	ModelSEED	kb|g.689	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Clostridium_beijerinckii_NCIMB_8052.xml	290402	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium beijerinckii
Clostridium_bifermentans_ATCC_19299	Clostridium bifermentans ATCC 19299		Obligate anaerobe	Saccharolytic, fermentative, proteolytic	Positive		767	1256	974	Laura Kutt	04/18/16	1233170.0	ModelSEED	kb|g.208271	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Clostridium_bifermentans_ATCC_19299.xml	1233170	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Paraclostridium	s__Paraclostridium bifermentans
Clostridium_bolteae_ATCC_BAA_613	Clostridium bolteae ATCC BAA-613	Clostridium bolteae ATCC BAA-613 (411902.9)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	1298	1932	1300	Ines Thiele	04/20/12	411902.0	ModelSEED		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Clostridium_bolteae_ATCC_BAA_613.xml	411902	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Enterocloster	s__Enterocloster bolteae
Clostridium_botulinum_A_str_ATCC_19397	Clostridium botulinum A str. ATCC 19397	Clostridium botulinum A str. ATCC 19397 (441770.4)	Anaerobe	Proteolytic, fermentative	Positive		863	1435	1064	Laura Kutt	05/29/16	441770.0	ModelSEED	kb|g.1488	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Clostridium_botulinum_A_str_ATCC_19397.xml	441770	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_F	s__Clostridium_F botulinum
Clostridium_botulinum_A_str_ATCC_3502	Clostridium botulinum A str. ATCC 3502		Anaerobe	Proteolytic, fermentative	Positive		783	1390	1042	Laura Kutt	04/18/16	413999.0	ModelSEED	kb|g.1398	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Clostridium_botulinum_A_str_ATCC_3502.xml	413999	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_F	s__Clostridium_F botulinum
Clostridium_botulinum_A_str_Hall	Clostridium botulinum A str. Hall	Clostridium botulinum A str. Hall (441771.4)	Anaerobe	Proteolytic, fermentative	Positive		831	1380	1028	Laura Kutt	05/30/16	441771.0	ModelSEED	kb|g.1489	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Clostridium_botulinum_A_str_Hall.xml	441771	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_F	s__Clostridium_F botulinum
Clostridium_botulinum_Bf	Clostridium botulinum Bf	Clostridium botulinum Bf (445336.4)	Anaerobe	Proteolytic, fermentative	Positive		901	1432	1070	Laura Kutt	05/30/16	445336.0	ModelSEED	kb|g.1519	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Clostridium_botulinum_Bf.xml	445336	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_F	s__Clostridium_F botulinum
Clostridium_botulinum_E1_str_BoNT_E_Beluga	Clostridium botulinum E1 str. 'BoNT E Beluga'	Clostridium botulinum E1 str. 'BoNT E Beluga' (536233.3)	Anaerobe	Proteolytic, fermentative	Positive		874	1398	1030	Laura Kutt	05/30/16	536233.0	ModelSEED	kb|g.2143	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Clostridium_botulinum_E1_str_BoNT_E_Beluga.xml	536233	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium botulinum_A
Clostridium_botulinum_F_str_230613	Clostridium botulinum F str. 230613	Clostridium botulinum F str. 230613 (758678.3)	Anaerobe	Saccharolytic, fermentative	Positive		942	1426	1064	Laura Kutt	06/02/16	758678.0	ModelSEED	kb|g.3249	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Clostridium_botulinum_F_str_230613.xml	758678	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_F	s__Clostridium_F botulinum
Clostridium_butyricum_DSM_10702	Clostridium butyricum DSM 10702	Clostridium butyricum DSM 10702 (1316931.3)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	1022	1422	988	chenry	09/10/14	1316931.0	ModelSEED	kb|g.31994	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Clostridium_butyricum_DSM_10702.xml	1316931	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium butyricum
Clostridium_butyricum_E4_str_BoNT_E_BL5262	Clostridium butyricum E4 str. BoNT E BL5262	Clostridium butyricum E4 str. BoNT E BL5262 (632245.3)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	942	1403	997	chenry	09/09/14	632245.0	ModelSEED	kb|g.2662	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Clostridium_butyricum_E4_str_BoNT_E_BL5262.xml	632245	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium butyricum
Clostridium_cadaveris_AGR2141	Clostridium cadaveris AGR2141		Anaerobe	Saccharolytic, fermentative	Positive		769	1295	1003	Laura Kutt	04/18/16	1280692.0	ModelSEED	kb|g.208696	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Clostridium_cadaveris_AGR2141.xml	1280692	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_X	s__Clostridium_X cadaveris
Clostridium_celatum_DSM_1785	Clostridium celatum DSM 1785	Clostridium celatum DSM 1785 (545697.3)	Anaerobe	Saccharolytic, fermentative	Positive		929	2539	1392	Laura Kutt	06/02/16	545697.0	ModelSEED	kb|g.32222	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Clostridium_celatum_DSM_1785.xml	545697	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium celatum
Clostridium_cellobioparum_DSM_1351	Clostridium cellobioparum DSM 1351 = ATCC 15832				Negative		1047	1360	1048	Laura Kutt	04/18/16	1121303.0	ModelSEED	kb|g.240320	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Clostridium_cellobioparum_DSM_1351.xml	1121303	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Acetivibrionales	f__DSM-27016	g__Ruminiclostridium	s__Ruminiclostridium cellobioparum
Clostridium_citroniae_WAL_17108	Clostridium citroniae WAL-17108	Clostridium citroniae WAL-17108 (742733.3)	Obligate anaerobe	Saccharolytic, fermentative	Negative		1470	1351	1032	Laura Kutt	04/18/16	742733.0	ModelSEED	kb|g.27477	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Clostridium_citroniae_WAL_17108.xml	742733	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Enterocloster	s__Enterocloster citroniae
Clostridium_clariflavum_DSM_19732	Clostridium clariflavum DSM 19732	Clostridium clariflavum DSM 19732 (720554.3)					758	1232	984	Laura Kutt	04/18/16	720554.0	ModelSEED	kb|g.27460	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Clostridium_clariflavum_DSM_19732.xml	720554	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Acetivibrionales	f__Acetivibrionaceae	g__Acetivibrio	s__Acetivibrio clariflavus
Clostridium_clostridioforme_CM201	Clostridium clostridioforme CM201	Clostridium clostridioforme CM201 (999410.3)	Obligate anaerobe	Saccharolytic, fermentative	Negative	Opportunistic pathogen	1278	1362	991	Laura Kutt	04/18/16	999410.0	ModelSEED	kb|g.32465	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Clostridium_clostridioforme_CM201.xml	999410	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Enterocloster	s__Enterocloster clostridioformis
Clostridium_difficile_CD196	Clostridium difficile CD196	Clostridium difficile CD196 (645462.3)	Obligate anaerobe	Proteolytic, few carbohydrates fermented	Positive	Opportunistic pathogen	889	1368	1005	Eugen Bauer	08/03/14	645462.0	ModelSEED		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Clostridium_difficile_CD196.xml	645462	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Clostridioides	s__Clostridioides difficile
Clostridium_difficile_NAP07	Clostridium difficile NAP07	Clostridium difficile NAP07 (525258.3)	Obligate anaerobe	Proteolytic, few carbohydrates fermented	Positive	Opportunistic pathogen	868	1689	1178	Ines Thiele	06/29/12	525258.0	ModelSEED		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Clostridium_difficile_NAP07.xml	525258	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Clostridioides	s__Clostridioides difficile
Clostridium_difficile_NAP08	Clostridium difficile NAP08	Clostridium difficile NAP08 (525259.3)	Obligate anaerobe	Proteolytic, few carbohydrates fermented	Positive	Opportunistic pathogen	868	1693	1182	Ines Thiele	06/29/12	525259.0	ModelSEED		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Clostridium_difficile_NAP08.xml	525259	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Clostridioides	s__Clostridioides difficile
Clostridium_difficile_R20291	Clostridium difficile R20291	Clostridium difficile R20291 (645463.3)	Obligate anaerobe	Proteolytic, few carbohydrates fermented	Positive	Opportunistic pathogen	895	1402	1008	Eugen Bauer	08/03/14	645463.0	ModelSEED		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Clostridium_difficile_R20291.xml	645463	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Clostridioides	s__Clostridioides difficile
Clostridium_glycolicum_ATCC_14880	Clostridium glycolicum ATCC 14880 = DSM 1288	Clostridium glycolicum ATCC 14880 (1121315.3)	Obligate anaerobe	Saccharolytic, fermentative	Positive		986	1329	1012	Laura Kutt	04/18/16	1121315.0	ModelSEED	kb|g.207085	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Clostridium_glycolicum_ATCC_14880.xml	1121315	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Terrisporobacter	s__Terrisporobacter glycolicus
Clostridium_hathewayi_12489931	Clostridium hathewayi 12489931	Clostridium hathewayi 12489931 (999412.4)	Obligate anaerobe	Saccharolytic, fermentative	Negative		1343	1358	1029	Laura Kutt	05/30/16	999412.0	ModelSEED	kb|g.32467	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Clostridium_hathewayi_12489931.xml	999412	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Hungatella	s__Hungatella effluvii
Clostridium_hiranonis_TO_931_DSM_13275	Clostridium hiranonis TO-931 DSM 13275	Clostridium hiranonis DSM 13275 (500633.7)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	574	1258	1011	Ines Thiele	08/06/12	89152.0	Kbase		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Clostridium_hiranonis_TO_931_DSM_13275.xml	89152	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Peptacetobacter	s__Peptacetobacter hiranonis
Clostridium_hylemonae_DSM_15053	Clostridium hylemonae DSM 15053	Clostridium hylemonae DSM 15053 (553973.6)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	919	1987	1329	Ines Thiele	08/06/12	553973.0	ModelSEED		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Clostridium_hylemonae_DSM_15053.xml	553973	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Extibacter	s__Extibacter hylemonae
