id,Genome_type,Length,N_contigs,N50,GC_content,Completeness,Contamination,rRNA_5S,rRNA_16S,rRNA_23S,tRNAs,Genome_accession,Species_rep,lineage,url,assembly
MGYG000001337,Isolate,5116282,5,3253542,43.16,99.26,0,94.96,99.67,99.62,20,GUT_GENOME096063,MGYG000001337,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001337/genome/MGYG000001337.fna,MGYG000001337.fna.gz
MGYG000001338,Isolate,3930699,3,3112511,41.35,99.37,0,0,99.67,99.66,20,GUT_GENOME096067,MGYG000001338,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae_A,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001338/genome/MGYG000001338.fna,MGYG000001338.fna.gz
MGYG000001339,Isolate,2123925,8,2103414,46.53,100,0,94.96,99.67,99.69,20,GUT_GENOME096069,MGYG000001339,d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Acetomicrobiaceae;g__Acetomicrobium;s__Acetomicrobium hydrogeniformans,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001339/genome/MGYG000001339.fna,MGYG000001339.fna.gz
MGYG000001340,Isolate,1980223,13,602236,37.54,99.39,0,92.44,99.67,99.83,19,GUT_GENOME096070,MGYG000001340,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__Weissella paramesenteroides,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001340/genome/MGYG000001340.fna,MGYG000001340.fna.gz
MGYG000001341,Isolate,1735074,29,513909,35.79,100,0,91.6,99.67,99.83,19,GUT_GENOME096071,MGYG000001341,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001341/genome/MGYG000001341.fna,MGYG000001341.fna.gz
MGYG000001342,Isolate,2231411,5,571517,40.5,100,0,94.12,99.74,99.76,20,GUT_GENOME096075,MGYG000001342,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus gordonii,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001342/genome/MGYG000001342.fna,MGYG000001342.fna.gz
MGYG000001343,Isolate,3463059,44,1986327,37.3,100,0,0,99.67,99.83,20,GUT_GENOME096077,MGYG000001343,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter junii,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001343/genome/MGYG000001343.fna,MGYG000001343.fna.gz
MGYG000001344,Isolate,3158014,18,954759,41.24,100,0,94.96,99.67,99.83,20,GUT_GENOME096078,MGYG000001344,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter radioresistens,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001344/genome/MGYG000001344.fna,MGYG000001344.fna.gz
MGYG000001345,Isolate,6003748,36,1143623,41.26,99.46,0,94.96,99.67,97.88,20,GUT_GENOME096080,MGYG000001345,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001345/genome/MGYG000001345.fna,MGYG000001345.fna.gz
MGYG000001346,Isolate,4487454,15,1323254,46.02,99.26,0,94.96,99.67,99.49,20,GUT_GENOME096083,MGYG000001346,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001346/genome/MGYG000001346.fna,MGYG000001346.fna.gz
MGYG000001347,Isolate,2268272,1,2268272,27.12,100,0,0,99.67,99.52,20,GUT_GENOME096084,MGYG000001347,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium vincentii,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001347/genome/MGYG000001347.fna,MGYG000001347.fna.gz
MGYG000001348,Isolate,1623845,1,1623845,33.69,99.66,0.12,0,99.67,99.66,20,GUT_GENOME096089,MGYG000001348,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_D;s__Helicobacter_D canadensis,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001348/genome/MGYG000001348.fna,MGYG000001348.fna.gz
MGYG000001349,Isolate,2174425,10,682557,38.59,100,0,92.44,99.67,99.69,20,GUT_GENOME096096,MGYG000001349,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella parvula_A,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001349/genome/MGYG000001349.fna,MGYG000001349.fna.gz
MGYG000001350,Isolate,2479455,31,852333,27.6,100,0,0,99.67,99.52,20,GUT_GENOME096098,MGYG000001350,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium periodonticum_B,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001350/genome/MGYG000001350.fna,MGYG000001350.fna.gz
MGYG000001351,Isolate,3744568,87,2378503,55.44,95.38,0.43,95.8,99.67,99.86,20,GUT_GENOME096099,MGYG000001351,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Edwardsiella;s__Edwardsiella tarda,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001351/genome/MGYG000001351.fna,MGYG000001351.fna.gz
MGYG000001352,Isolate,4486197,85,210659,42.29,99.96,0.94,0,99.67,99.76,20,GUT_GENOME096124,MGYG000001352,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium_AQ;s__Clostridium_AQ sp000165065,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001352/genome/MGYG000001352.fna,MGYG000001352.fna.gz
MGYG000001353,Isolate,2439869,25,184100,60.55,99.6,1.61,94.12,99.61,99.45,20,GUT_GENOME096128,MGYG000001353,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001353/genome/MGYG000001353.fna,MGYG000001353.fna.gz
MGYG000001354,Isolate,2642081,2,2635766,58.52,100,0,0,99.61,99.04,20,GUT_GENOME096132,MGYG000001354,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium dentium,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001354/genome/MGYG000001354.fna,MGYG000001354.fna.gz
MGYG000001355,Isolate,1889366,52,90509,29.64,95.83,1.52,94.12,99.74,99.28,20,GUT_GENOME096134,MGYG000001355,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__Anaerococcus hydrogenalis,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001355/genome/MGYG000001355.fna,MGYG000001355.fna.gz
MGYG000001356,Isolate,3197355,6,1703898,56.8,99.33,0,0,99.74,13.54,20,GUT_GENOME096144,MGYG000001356,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp000177015,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001356/genome/MGYG000001356.fna,MGYG000001356.fna.gz
MGYG000001357,Isolate,1566655,1,1566655,38.87,99.48,0,0,99.74,99.76,20,GUT_GENOME096151,MGYG000001357,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__Helicobacter pylori_C,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001357/genome/MGYG000001357.fna,MGYG000001357.fna.gz
MGYG000001358,Isolate,1649151,14,1566917,34.22,99.88,0,0,99.67,99.79,20,GUT_GENOME096158,MGYG000001358,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D upsaliensis,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001358/genome/MGYG000001358.fna,MGYG000001358.fna.gz
MGYG000001359,Isolate,4391194,4,3169074,59.31,100,0,0,99.61,99.69,20,GUT_GENOME096166,MGYG000001359,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila wadsworthia,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001359/genome/MGYG000001359.fna,MGYG000001359.fna.gz
MGYG000001360,Isolate,3274581,40,3180194,39.66,98.98,0,94.96,93.8,99.45,19,GUT_GENOME096168,MGYG000001360,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella salivae,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001360/genome/MGYG000001360.fna,MGYG000001360.fna.gz
MGYG000001361,Isolate,2965437,37,217882,54.99,100,0,0,99.61,99.79,20,GUT_GENOME096170,MGYG000001361,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella wadsworthensis,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001361/genome/MGYG000001361.fna,MGYG000001361.fna.gz
MGYG000001362,Isolate,1821055,7,1137758,38.69,100,0,94.12,99.67,99.76,20,GUT_GENOME096172,MGYG000001362,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus anginosus,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001362/genome/MGYG000001362.fna,MGYG000001362.fna.gz
MGYG000001363,Isolate,1741734,20,1382815,36.79,100,0.47,94.12,99.74,99.76,17,GUT_GENOME096173,MGYG000001363,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus equinus,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001363/genome/MGYG000001363.fna,MGYG000001363.fna.gz
MGYG000001364,Isolate,4421924,19,478534,44.31,99.25,0.68,0,85.58,90.7,20,GUT_GENOME096174,MGYG000001364,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola plebeius,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001364/genome/MGYG000001364.fna,MGYG000001364.fna.gz
MGYG000001365,Isolate,2121954,96,58138,47.64,100,0.6,94.96,99.74,99.79,18,GUT_GENOME096175,MGYG000001365,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A succinatutens,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001365/genome/MGYG000001365.fna,MGYG000001365.fna.gz
MGYG000001366,Isolate,2306546,141,36639,40.25,100,0,0,99.74,99.59,18,GUT_GENOME096176,MGYG000001366,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinatimonas;s__Succinatimonas hippei,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001366/genome/MGYG000001366.fna,MGYG000001366.fna.gz
MGYG000001367,Isolate,4916964,55,628413,47.59,99.37,0,0,99.61,99.83,20,GUT_GENOME096178,MGYG000001367,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q;s__Clostridium_Q symbiosum,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001367/genome/MGYG000001367.fna,MGYG000001367.fna.gz
MGYG000001368,Isolate,5427315,47,402542,45.03,99.42,0,0,99.67,99.62,20,GUT_GENOME096179,MGYG000001368,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Muricomes;s__Muricomes fissicatena_A,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001368/genome/MGYG000001368.fna,MGYG000001368.fna.gz
MGYG000001369,Isolate,2071079,26,2038844,45.11,98.9,0,80.67,99.67,99.83,19,GUT_GENOME096183,MGYG000001369,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus delbrueckii,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001369/genome/MGYG000001369.fna,MGYG000001369.fna.gz
MGYG000001370,Isolate,4330716,97,132721,45.57,99.26,0,94.96,99.67,99.49,20,GUT_GENOME096185,MGYG000001370,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fluxus,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001370/genome/MGYG000001370.fna,MGYG000001370.fna.gz
MGYG000001371,Isolate,6950059,185,65575,51.09,99.56,0,94.96,99.74,61.81,20,GUT_GENOME096189,MGYG000001371,d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus lautus_A,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001371/genome/MGYG000001371.fna,MGYG000001371.fna.gz
MGYG000001372,Isolate,3789812,87,131765,48.51,99.13,0,93.28,99.67,73.37,20,GUT_GENOME096191,MGYG000001372,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella;s__Paraprevotella xylaniphila,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001372/genome/MGYG000001372.fna,MGYG000001372.fna.gz
MGYG000001373,Isolate,2219029,1,2219029,38.75,98.73,0,0,99.67,99.62,20,GUT_GENOME096192,MGYG000001373,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas sp000209385,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001373/genome/MGYG000001373.fna,MGYG000001373.fna.gz
MGYG000001374,Isolate,3118216,28,919149,41.69,99.42,0,0,99.67,99.62,20,GUT_GENOME096193,MGYG000001374,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter torques,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001374/genome/MGYG000001374.fna,MGYG000001374.fna.gz
MGYG000001375,Isolate,2573208,1,2573208,52.21,97.82,0,84.03,99.74,99.73,20,GUT_GENOME096196,MGYG000001375,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_F;s__Ruminococcus_F champanellensis,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001375/genome/MGYG000001375.fna,MGYG000001375.fna.gz
MGYG000001376,Isolate,5176087,25,413047,39.53,100,0.55,94.12,99.67,99.59,20,GUT_GENOME096200,MGYG000001376,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Dysgonomonas;s__Dysgonomonas gadei,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001376/genome/MGYG000001376.fna,MGYG000001376.fna.gz
MGYG000001377,Isolate,3954365,28,742349,37.44,100,0,0,99.67,99.62,20,GUT_GENOME096201,MGYG000001377,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Dysgonomonas;s__Dysgonomonas mossii,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001377/genome/MGYG000001377.fna,MGYG000001377.fna.gz
MGYG000001378,Isolate,6549476,25,484992,41.94,99.46,0,94.96,99.67,99.56,20,GUT_GENOME096203,MGYG000001378,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001378/genome/MGYG000001378.fna,MGYG000001378.fna.gz
MGYG000001379,Isolate,3233902,32,412740,45.38,99.42,0,0,99.67,99.62,20,GUT_GENOME096206,MGYG000001379,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella glycyrrhizinilytica,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001379/genome/MGYG000001379.fna,MGYG000001379.fna.gz
MGYG000001380,Isolate,3460754,41,278834,42.1,99.42,0,0,99.67,99.62,20,GUT_GENOME096210,MGYG000001380,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B;s__Ruminococcus_B gnavus,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001380/genome/MGYG000001380.fna,MGYG000001380.fna.gz
MGYG000001381,Isolate,2748368,66,283360,50.03,99.45,0,0,99.61,99.79,20,GUT_GENOME096213,MGYG000001381,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria macacae,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001381/genome/MGYG000001381.fna,MGYG000001381.fna.gz
MGYG000001382,Isolate,2492085,20,357900,60,100,0,94.12,99.61,99.45,20,GUT_GENOME096217,MGYG000001382,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella tanakaei,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001382/genome/MGYG000001382.fna,MGYG000001382.fna.gz
MGYG000001383,Isolate,1274722,12,801884,32.55,99.41,0.44,94.12,99.74,99.79,20,GUT_GENOME096220,MGYG000001383,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001383/genome/MGYG000001383.fna,MGYG000001383.fna.gz
MGYG000001384,Isolate,5254771,17,1184555,63.52,99.94,0,0,99.61,99.83,20,GUT_GENOME096221,MGYG000001384,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__Ralstonia pickettii,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001384/genome/MGYG000001384.fna,MGYG000001384.fna.gz
MGYG000001385,Isolate,2855429,6,1670689,54.67,100,0,94.12,99.67,99.66,20,GUT_GENOME096222,MGYG000001385,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A;s__Alistipes_A indistinctus,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001385/genome/MGYG000001385.fna,MGYG000001385.fna.gz
MGYG000001386,Isolate,5500475,69,722831,48.53,99.32,0,83.19,99.61,99.76,20,GUT_GENOME096228,MGYG000001386,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster clostridioformis,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001386/genome/MGYG000001386.fna,MGYG000001386.fna.gz
MGYG000001387,Isolate,2398022,30,679958,60.93,100,0,92.44,99.67,99.45,20,GUT_GENOME096234,MGYG000001387,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Senegalimassilia;s__Senegalimassilia anaerobia,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001387/genome/MGYG000001387.fna,MGYG000001387.fna.gz
MGYG000001388,Isolate,5203418,63,310153,47.51,98.98,3.36,95.8,99.74,98.5,19,GUT_GENOME096235,MGYG000001388,d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfitobacterium;s__Desulfitobacterium hafniense,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001388/genome/MGYG000001388.fna,MGYG000001388.fna.gz
MGYG000001389,Isolate,3287261,8,511142,55.97,100,0,94.12,99.67,99.66,20,GUT_GENOME096236,MGYG000001389,d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Cloacibacillus;s__Cloacibacillus evryensis,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001389/genome/MGYG000001389.fna,MGYG000001389.fna.gz
MGYG000001390,Isolate,3238901,28,176274,40.49,98.63,0,95.8,99.74,99.83,20,GUT_GENOME096239,MGYG000001390,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_B;f__Domibacillaceae;g__Bacillus_O;s__Bacillus_O smithii,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000013/MGYG000001390/genome/MGYG000001390.fna,MGYG000001390.fna.gz
